dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
11453,1,10.0.0.1,10.0.0.8,65623,69954866,140,756000000,152686032814.0,2,1910,13651,14551964,450,0,UDP,1,3032,186126,4734,6252,273,0
11534,1,10.0.0.1,10.0.0.8,31428,33502714,125,756000000,141679184963.0,3,1943,13651,14551966,451,0,UDP,1,3425987,1086,7627,970,3,0
11431,1,10.0.0.1,10.0.0.8,96457,102824317,190,741150232,200677511725.0,2,1306,13651,14551966,443,0,UDP,1,2899525,1086,7369,709,1,0
11496,1,10.0.0.1,10.0.0.8,23458,25006764,55,756000000,65408831626.0,3,1790,13651,14551966,446,0,UDP,1,59075053,1110,15216,1270,229,0
10160,1,10.0.0.1,10.0.0.8,8278,8824201,70,756000000,80672163164.0,3,1306,13651,14551966,443,0,UDP,1,156191854,545110,17627,10686,17079,0
11634,1,10.0.0.1,10.0.0.8,110802,118116166,228,756000000,242769329788.0,3,1943,13651,14551966,451,0,UDP,2,3326,1086,5528,943,0,0
11516,1,10.0.0.2,10.0.0.7,133730,142556660,319,756000000,320058347654.0,3,1943,13651,14551966,449,0,UDP,2,230039,47785163,7974,13690,12214,0
11413,1,10.0.0.1,10.0.0.8,42312,45105390,51,242000000,52056415257.0,2,1790,11557,12335086,451,0,UDP,2,7587,20714,6752,4079,168,0
10587,1,10.0.0.1,10.0.0.7,67999,72487276,149,242000000,160183497598.0,2,1943,13651,14551963,451,0,UDP,4,3022,51178434,2710,10843,1604,0
11627,1,10.0.0.2,10.0.0.8,134084,142933518,312,756000000,315616878921.0,3,1943,13651,14551963,449,0,UDP,2,3146,199403,4164,5364,120,1
11433,1,10.0.0.1,10.0.0.8,115385,123000767,273,756000000,280914739610.0,3,1931,13647,14547409,443,0,UDP,1,493363,1086,7055,669,0,1
11634,1,10.0.0.1,10.0.0.8,133873,142708436,307,756000000,311778251332.0,2,1943,13651,14551966,449,0,UDP,3,169659095,480778,16541,5578,5499,0
11610,1,10.0.0.1,10.0.0.8,91641,97690152,153,756000000,164087034394.0,3,1943,13651,14551966,451,0,UDP,3,3023,12481348,3015,8497,349,0
11597,1,10.0.0.2,10.0.0.8,92986,99124491,142,756000000,151793636574.0,3,1943,13609,14507320,288,0,UDP,2,1697977,37619284,12512,10911,12475,0
11592,1,10.0.0.1,10.0.0.8,67808,72284753,111,756000000,123088614408.0,3,1943,13651,14551966,451,0,UDP,2,3095,2672270,7500,5623,715,0
11015,1,10.0.0.1,10.0.0.7,67228,71666088,110,242000000,116863465508.0,2,1910,13578,14474753,443,0,UDP,1,528794,30450,11444,5854,2268,0
11313,1,10.0.0.1,10.0.0.8,85285,90915082,218,756000000,228505441935.0,3,1943,13651,14551942,142,0,UDP,2,16170405,1958332,11091,5249,2970,0
10312,1,10.0.0.1,10.0.0.7,44688,47638310,105,242000000,111340742776.0,2,1790,13651,14551966,451,0,UDP,3,272191379,313451,19444,5105,13031,0
11536,1,10.0.0.1,10.0.0.8,123958,132139425,301,756000000,306344097698.0,3,1943,13651,14551966,449,0,UDP,4,96878771,2947,14842,2499,1282,0
11287,1,10.0.0.1,10.0.0.7,56950,60709037,154,756000000,165513421208.0,2,1943,13650,14551364,443,0,UDP,1,103670808,1807210,16994,5241,6888,0
10376,1,10.0.0.1,10.0.0.7,14143,15077071,29,242000000,31668789170.0,2,1943,13651,14551966,451,0,UDP,4,656928,1086,8393,869,1,0
10342,1,10.0.0.2,10.0.0.8,24291,25894325,135,756000000,151258067289.0,2,1910,13650,14550862,450,0,UDP,4,3026,93926,4873,4362,52,1
11591,1,10.0.0.1,10.0.0.8,82725,88186168,175,756000000,187303632191.0,3,1790,13651,14551966,0,0,UDP,3,12593665,2493328,11373,7445,5617,0
11567,1,10.0.0.1,10.0.0.8,30649,32672912,30,755392320,32644509903.0,3,1910,716,768048,449,0,UDP,2,5324688,3314,11251,5579,2745,1
11461,1,10.0.0.1,10.0.0.8,62923,67077263,124,756000000,138762555730.0,2,1943,13651,14551966,451,0,UDP,2,3022,25043853,405,9338,29,0
11635,1,10.0.0.2,10.0.0.8,134911,143814739,319,756000000,320250649869.0,2,1943,13651,14551855,451,0,UDP,1,80103,2791361,7076,5522,763,1
11516,1,10.0.0.1,10.0.0.8,106873,113927266,254,756000000,263504173031.0,2,1943,13651,14551629,0,0,UDP,3,2643861,29663913,10321,7270,3974,0
11567,1,10.0.0.1,10.0.0.8,73241,78075843,150,756000000,164340682335.0,3,1943,13651,14551966,451,0,UDP,4,44894472,1106,13098,2735,693,0
11388,1,10.0.0.2,10.0.0.8,102462,109225035,264,756000000,273013998965.0,3,1943,13651,14551966,451,0,UDP,2,1088775,1407199,15340,7663,7439,0
11243,1,10.0.0.2,10.0.0.8,62448,66569805,243,756000000,256397833180.0,3,1931,13651,14551822,450,0,UDP,4,3022,33500827,1711,11117,1220,0
11489,1,10.0.0.2,10.0.0.8,34398,36669308,70,756000000,78402656524.0,3,1910,13651,14551966,446,0,UDP,1,2238659,130022,6138,5301,152,0
9867,1,10.0.0.2,10.0.0.8,6207,6616953,32,756000000,36603474447.0,2,1910,4,4609,288,0,UDP,2,16042,1433,10882,2554,67,1
11596,1,10.0.0.2,10.0.0.8,89723,95645216,213,756000000,229620573071.0,3,1943,13651,14551966,448,0,UDP,2,2103037,4325,12759,6362,3388,0
10955,1,10.0.0.1,10.0.0.8,10582,11280462,47,756000000,57372958183.0,3,1943,13651,14551446,448,0,UDP,3,14173722,16563673,15828,10060,14371,0
10104,1,10.0.0.1,10.0.0.8,24295,25898751,115,755997215,125041015679.0,2,1931,13651,14551965,0,0,UDP,2,50505,1288,10105,5120,1605,0
11370,1,10.0.0.2,10.0.0.8,61634,65702448,145,756000000,156529792538.0,3,1943,13364,14248927,451,0,UDP,4,51210556,13866444,14790,9357,10600,0
11453,1,10.0.0.1,10.0.0.8,26092,27814149,29,242000000,30632259620.0,2,1910,0,61,449,0,UDP,3,3022,5256777,424,5267,1,1
10629,1,10.0.0.2,10.0.0.8,10462,11152409,34,756000000,38255374048.0,3,1910,3556,3808792,448,0,UDP,3,372112,21894,13617,5523,4205,0
11550,1,10.0.0.2,10.0.0.8,17806,18981388,19,242000000,21712815425.0,3,1943,12834,13688157,451,0,UDP,1,123755505,1266569,13107,6895,7501,0
11144,1,10.0.0.2,10.0.0.7,86890,92625810,183,756000000,192287471719.0,3,1931,13651,14551966,455,0,UDP,4,6354380,1560748,12083,9730,7409,0
10397,1,10.0.0.1,10.0.0.7,14021,14946549,29,242000000,32050194995.0,2,1943,13651,14551966,451,0,UDP,3,227916459,3795062,17160,6226,9651,0
11304,1,10.0.0.1,10.0.0.8,71012,75699006,248,756000000,260086197578.0,3,1790,13577,14474431,455,0,UDP,3,98502321,72611,17760,3954,8024,0
11160,1,10.0.0.2,10.0.0.8,81097,86449783,208,756000000,217972512392.0,2,1306,13651,14551966,451,0,UDP,2,3022,6324645,2374,6158,57,0
11530,1,10.0.0.1,10.0.0.8,19710,21011444,26,242000000,29113554115.0,2,1943,8377,8954999,451,0,UDP,2,3022,119982,3483,3867,7,0
11489,1,10.0.0.1,10.0.0.7,99468,106034130,200,756000000,212939706334.0,2,1943,13574,14470608,451,0,UDP,1,10474207,5373396,12175,8113,6466,0
11407,1,10.0.0.2,10.0.0.8,107697,114805311,291,756000000,298482561427.0,2,1943,13651,14551966,449,0,UDP,3,19396,15115800,7614,8075,2141,0
10927,1,10.0.0.1,10.0.0.8,100648,107291499,209,242000000,214926658740.0,2,1790,13651,14551966,451,0,UDP,3,1332458,1624,11204,1980,248,0
11530,1,10.0.0.1,10.0.0.8,92821,98947877,156,755999997,163014459499.0,2,1790,2531,2713222,451,0,UDP,3,28340976,395924,14776,5698,5967,1
11266,1,10.0.0.1,10.0.0.8,22465,23947794,47,755589614,52376308394.0,3,1931,13556,14452339,451,0,UDP,1,401801,1087,10739,1939,124,0
9846,1,10.0.0.2,10.0.0.7,8177,8716396,15,242000000,16164175936.0,2,1910,2828,3031077,451,0,UDP,2,21488696,1087,16084,2549,2006,0
10783,1,10.0.0.1,10.0.0.8,53888,57445798,106,242000000,115289808985.0,2,1943,13650,14551132,450,0,UDP,4,106222355,1130,19044,954,1570,0
11304,1,10.0.0.2,10.0.0.7,55214,58859136,110,242000000,120582208854.0,2,1931,13651,14551966,443,0,UDP,1,3022,772613,607,6036,4,0
11563,1,10.0.0.2,10.0.0.8,129434,137977245,308,756000000,311817048893.0,3,1943,13651,14551966,0,0,UDP,1,3026,7177207,5077,5772,189,0
11622,1,10.0.0.1,10.0.0.8,102570,109340065,228,756000000,241547660984.0,3,1943,13648,14548701,288,0,UDP,3,14720089,411757,10417,4276,690,1
11605,1,10.0.0.2,10.0.0.8,113081,120545210,275,756000000,282906383352.0,3,1943,13651,14551966,450,0,UDP,1,6084262,1201040,10286,6249,2479,0
11525,1,10.0.0.1,10.0.0.8,107624,114728172,208,756000000,216502538610.0,2,1943,13651,14551966,288,0,UDP,1,3060,16764107,4171,7724,706,0
11604,1,10.0.0.1,10.0.0.8,92337,98431582,263,756000000,273989877658.0,3,1943,13651,14551905,450,0,UDP,2,4432863,1189193,9990,4374,968,1
11626,1,10.0.0.2,10.0.0.8,71669,76399525,154,756000000,169848137800.0,3,1943,13595,14492805,451,0,UDP,3,14958482,6679710,9591,6149,1817,0
10965,1,10.0.0.1,10.0.0.8,39859,42489955,146,756000000,157340243981.0,2,1790,5901,6315188,451,0,UDP,2,5180356,92949,11208,3467,458,0
11401,1,10.0.0.1,10.0.0.8,24560,26180760,122,756000000,137271854749.0,3,1943,13651,14551963,455,0,UDP,1,356668577,1086,18556,1875,4530,0
11606,1,10.0.0.1,10.0.0.8,115048,122641898,251,756000000,260691009126.0,3,1943,13650,14551283,451,0,UDP,1,3122,38060567,4631,9645,3074,0
11631,1,10.0.0.1,10.0.0.8,125252,133519458,265,756000000,274663240386.0,3,1943,13651,14551966,451,0,UDP,2,4101,1087,7705,1828,12,0
11609,1,10.0.0.2,10.0.0.8,96760,103146531,242,756000000,254817269810.0,2,1943,13651,14551966,451,0,UDP,3,5124,6126487,1614,8476,165,0
11250,1,10.0.0.1,10.0.0.7,64756,69030393,89,266957399,98015313193.0,2,1790,13651,14551926,448,0,UDP,1,2506186,12062,8617,3352,451,0
11127,1,10.0.0.1,10.0.0.7,77221,82318128,212,756000000,225776245892.0,2,1931,11628,12410905,450,0,UDP,2,88333744,54758,18606,5976,10893,1
10770,1,10.0.0.2,10.0.0.8,8124,8659859,51,756000000,58577739462.0,3,1943,13651,14551966,451,0,UDP,2,319789,16624934,9041,9392,4383,0
11235,1,10.0.0.1,10.0.0.8,27420,29230040,41,242000000,45000299409.0,2,1306,10510,11223547,443,0,UDP,1,3022,41590,2976,7748,403,0
10845,1,10.0.0.1,10.0.0.7,32932,35106764,23,242000000,24686769925.0,2,1790,0,115,443,0,UDP,3,21504715,13358,14296,3946,3083,1
11054,1,10.0.0.1,10.0.0.7,114242,121782069,224,242000000,232045093587.0,2,1943,13568,14464854,451,0,UDP,4,1842914,1086,10701,259,0,0
10964,1,10.0.0.2,10.0.0.8,43758,46647003,81,242000000,87462869387.0,3,1943,13651,14551945,451,0,UDP,1,297694,9374570,6967,6378,633,0
11438,1,10.0.0.1,10.0.0.7,87440,93212166,160,407244952,175287359414.0,3,1943,13651,14551966,451,0,UDP,3,20326,56984226,3685,12953,7124,0
11220,1,10.0.0.1,10.0.0.8,28009,29857616,98,756000000,110126052654.0,3,1910,13410,14297417,455,0,UDP,3,3022,50231744,1306,10158,1073,1
11459,1,10.0.0.2,10.0.0.8,89475,95380931,180,756000000,191182688912.0,2,1943,13649,14550153,451,0,UDP,4,3139,2810214,2791,7360,431,1
10697,1,10.0.0.1,10.0.0.7,16826,17936696,68,756000000,75037143541.0,2,1306,1678,1799651,0,0,UDP,2,3022,76490,4060,2377,3,1
11566,1,10.0.0.1,10.0.0.8,63456,67644966,133,756000000,143156554844.0,2,1943,4563,4886730,451,0,UDP,4,16104165,2306304,14153,5268,3223,0
10680,1,10.0.0.1,10.0.0.7,27031,28815877,80,756000000,85268479100.0,2,1790,24,25871,443,0,UDP,3,2480224,390094,12211,6744,6453,1
11119,1,10.0.0.1,10.0.0.7,84905,90509360,203,756000000,216672984496.0,2,1931,13651,14551966,448,0,UDP,2,462350867,1094,19412,3082,6793,0
11608,1,10.0.0.1,10.0.0.8,54694,58304938,129,756000000,142498350438.0,3,1790,11653,12436620,450,0,UDP,1,3022,11659403,5279,9251,2852,1
11549,1,10.0.0.2,10.0.0.8,132602,141354029,315,756000000,317581196713.0,3,1943,13651,14551966,446,0,UDP,2,330261447,2111,18911,3112,7956,0
10765,1,10.0.0.1,10.0.0.7,6673,7113677,14,242000000,14807230630.0,2,1790,12983,13846194,0,0,UDP,4,3735946,5732377,12335,9381,9055,0
10603,1,10.0.0.1,10.0.0.7,14413,15364440,29,242000000,31641650264.0,2,1910,13028,13893530,0,0,UDP,4,49729953,23490,18809,3872,7650,0
11524,1,10.0.0.1,10.0.0.7,127244,135642263,273,756000000,279979571186.0,2,1943,13651,14551966,451,0,UDP,3,491189,5167711,7006,5911,840,0
11312,1,10.0.0.1,10.0.0.8,30674,32698812,140,756000000,155159873914.0,3,1943,13561,14457520,451,0,UDP,2,3022,25814,4663,4455,122,0
11237,1,10.0.0.2,10.0.0.8,115430,123048326,315,756000000,317550799477.0,3,1943,13651,14551867,0,0,UDP,2,3022,1227,3389,1268,0,0
11604,1,10.0.0.2,10.0.0.8,94378,100607941,191,756000000,203091567985.0,3,1943,13651,14551966,451,0,UDP,3,10863,12039574,10049,9846,7261,0
11211,1,10.0.0.1,10.0.0.8,84249,89810519,154,756000000,164070898129.0,3,1910,11888,12685468,0,0,UDP,2,3046,1086,3263,1105,0,1
11500,1,10.0.0.1,10.0.0.8,100464,107095011,155,242000000,162656589891.0,2,1931,13651,14551966,451,0,UDP,4,3022,74298429,3751,10816,2383,0
11553,1,10.0.0.1,10.0.0.8,57918,61741401,129,756000000,141890073874.0,3,1943,13651,14551966,448,0,UDP,3,20158478,22504704,15046,9517,12504,0
11544,1,10.0.0.2,10.0.0.8,101168,107845671,226,756000000,239913962059.0,3,1943,13651,14551966,451,0,UDP,3,1376746,18647128,8831,12383,9747,0
11045,1,10.0.0.2,10.0.0.8,44913,47877503,85,242000000,97816517623.0,2,1943,13651,14551966,451,0,UDP,3,3022,1132240,4969,8619,1048,0
11138,1,10.0.0.1,10.0.0.8,108413,115568487,280,756000000,286746053191.0,2,1306,13651,14551965,443,0,UDP,1,3361,19895118,4951,11673,4764,0
11581,1,10.0.0.1,10.0.0.8,51337,54725546,87,756000000,96325343016.0,3,1790,2150,2305500,450,0,UDP,1,7727,4818,8659,2339,95,1
11497,1,10.0.0.2,10.0.0.8,71001,75687210,222,756000000,237558870133.0,3,1943,13651,14551966,448,0,UDP,3,15509903,2250375,14225,5709,4244,0
11468,1,10.0.0.2,10.0.0.8,102647,109422218,270,756000000,281660937202.0,2,1943,13651,14551966,451,0,UDP,2,3039,1086,8866,877,1,0
10745,1,10.0.0.2,10.0.0.8,16708,17810615,91,756000000,104502393648.0,3,1306,13651,14551966,450,0,UDP,1,9935193,1112,15893,1228,812,0
11368,1,10.0.0.2,10.0.0.8,99485,106051201,285,756000000,294544058788.0,2,1910,13464,14355030,450,0,UDP,3,3022,13027895,2528,9017,1142,1
11471,1,10.0.0.1,10.0.0.8,113931,121451021,277,756000000,284796765863.0,3,1943,13651,14551966,451,0,UDP,3,1063887,836102,8983,2499,72,0
10778,1,10.0.0.1,10.0.0.7,74991,79941759,133,242000000,141931781351.0,2,1931,13651,14551966,450,0,UDP,3,1667778,1086,11811,944,18,0
10749,1,10.0.0.2,10.0.0.8,19366,20644087,78,756000000,88941636023.0,2,1910,13651,14551496,451,0,UDP,2,3023,69853,5752,3588,22,0
11220,1,10.0.0.2,10.0.0.8,51556,54959650,160,756000000,176187470731.0,2,1306,13651,14551966,455,0,UDP,1,41797677,4542,17728,4540,7665,0
11634,1,10.0.0.1,10.0.0.8,78799,84001175,99,756000000,108372116103.0,3,1943,44,47132,451,0,UDP,3,140896698,1100,14991,2322,1172,0
11273,1,10.0.0.1,10.0.0.8,7896,8417282,24,756000000,28789169798.0,2,1943,0,403,450,0,UDP,4,3022,1086,2177,564,0,1
11288,1,10.0.0.2,10.0.0.8,98832,105355524,277,756000000,288161250390.0,3,1910,13651,14551966,448,0,UDP,1,24416827,21000001,9579,12457,13195,0
11583,1,10.0.0.2,10.0.0.8,121562,129585928,280,756000000,289627421073.0,3,1943,13651,14551966,448,0,UDP,4,4888169,105133235,11131,12146,11598,0
11318,1,10.0.0.1,10.0.0.8,82377,87814479,150,242000000,161644594436.0,3,1943,13651,14551966,451,0,UDP,3,3023,5378,4653,2385,2,0
11556,1,10.0.0.2,10.0.0.8,117939,125723644,284,756000000,289441780248.0,3,1943,188,201819,0,0,UDP,3,18125478,1501,11742,2685,354,0
11627,1,10.0.0.1,10.0.0.8,127197,135591887,261,756000000,272845682182.0,3,1943,13651,14551966,446,0,UDP,1,10100,51426,11023,2067,117,0
11596,1,10.0.0.1,10.0.0.8,77181,82275603,148,756000000,160759335283.0,2,1790,13651,14551929,448,0,UDP,3,100375,1094,7298,1260,2,0
11623,1,10.0.0.2,10.0.0.8,92732,98853249,188,756000000,201233630865.0,3,1931,13651,14551966,288,0,UDP,2,3022,16049363,321,5830,1,0
11263,1,10.0.0.2,10.0.0.8,81259,86622259,267,756000000,277346147533.0,3,1790,13649,14550130,0,0,UDP,2,3022,70620,1275,4603,1,0
11475,1,10.0.0.1,10.0.0.8,126952,135331173,308,756000000,311783029472.0,3,1943,13651,14551774,450,0,UDP,1,3033,3505,2620,3644,8,0
10676,1,10.0.0.1,10.0.0.7,43748,46636031,159,756000000,171334439971.0,3,1790,13651,14551966,451,0,UDP,4,3022,413250,1955,4165,3,0
10949,1,10.0.0.1,10.0.0.8,5944,6336186,16,242000000,17404835010.0,3,1790,13651,14551963,451,0,UDP,3,3407,62869571,6683,12906,9505,0
11367,1,10.0.0.2,10.0.0.8,120510,128464347,304,756000000,308794127054.0,3,1943,13651,14551966,0,0,UDP,1,655348,7872364,8170,6377,2370,0
11492,1,10.0.0.2,10.0.0.8,129425,137967466,272,360965012,276603789787.0,3,1943,13651,14551966,451,0,UDP,3,30176654,59768479,12008,11870,13282,0
11470,1,10.0.0.1,10.0.0.8,79452,84696786,191,756000000,198062883446.0,3,1943,5492,5876959,443,0,UDP,2,3022,1155,821,2499,0,1
10203,1,10.0.0.1,10.0.0.8,15606,16635699,129,756000000,147221067700.0,2,1910,13651,14551966,142,0,UDP,3,3026,1294469,2848,7523,417,0
11607,1,10.0.0.2,10.0.0.8,92461,98564522,223,756000000,235490110271.0,3,1943,13649,14550323,451,0,UDP,1,104674,1344,9490,2175,119,0
10912,1,10.0.0.2,10.0.0.8,82702,88160399,300,756000000,306267471001.0,3,1931,13651,14551966,142,0,UDP,2,4421,221099,7514,3259,120,0
11340,1,10.0.0.2,10.0.0.8,55709,59386356,125,756000000,138820539464.0,2,1790,5137,5498637,450,0,UDP,2,10766,8317195,8079,12493,11705,0
11583,1,10.0.0.2,10.0.0.8,39966,42604177,67,756000000,74838351772.0,2,1943,12263,13083940,450,0,UDP,2,20052,13335725,8919,9361,4786,0
11538,1,10.0.0.1,10.0.0.7,51291,54677431,27,242000000,29516184374.0,2,1306,13491,14383702,288,0,UDP,2,3022,106180,956,4309,1,0
11454,1,10.0.0.1,10.0.0.8,83263,88759624,187,756000000,197596390604.0,2,1943,1172,1257083,451,0,UDP,3,15956887,328921,11600,6411,3542,0
11304,1,10.0.0.2,10.0.0.8,20116,21444092,47,756000000,53671080797.0,2,1943,13390,14276971,443,0,UDP,1,42447829,174409,13350,8835,9138,0
11431,1,10.0.0.1,10.0.0.8,99889,106482158,214,756000000,223266893162.0,3,1943,821,880645,288,0,UDP,3,51377907,1087,12251,1696,209,1
11629,1,10.0.0.1,10.0.0.8,94548,100789293,133,756000000,142569495513.0,3,1943,13396,14282892,451,0,UDP,1,25817634,13460494,12812,8782,8381,0
11621,1,10.0.0.1,10.0.0.8,88963,94835873,119,756000000,130402737067.0,3,1943,13651,14551964,449,0,UDP,2,3022,2704780,2703,7808,344,0
11383,1,10.0.0.1,10.0.0.8,81458,86835190,87,242000000,93442276404.0,3,1943,13651,14551966,0,0,UDP,3,6062,19373,5567,6295,482,0
10955,1,10.0.0.1,10.0.0.8,34703,36993488,101,756000000,113458441014.0,2,1790,13651,14551966,451,0,UDP,3,3002948,9761379,14393,9315,12469,0
11543,1,10.0.0.1,10.0.0.8,86874,92608350,172,756000000,182532039527.0,3,1943,13651,14551966,450,0,UDP,3,768594,1639,7859,3441,233,0
10772,1,10.0.0.2,10.0.0.8,45907,48937008,168,756000000,181548290231.0,3,1790,13651,14551966,0,0,UDP,3,8764421,1590574,12760,7245,5716,0
10983,1,10.0.0.1,10.0.0.8,12189,12993616,34,756000000,38089259280.0,2,1910,13651,14551883,450,0,UDP,2,3022,6607633,828,10511,241,0
11051,1,10.0.0.1,10.0.0.7,99327,105883614,247,756000000,258579313954.0,2,1943,13651,14551966,450,0,UDP,2,3022,143262,1664,3370,1,0
11342,1,10.0.0.2,10.0.0.8,58002,61830852,161,756000000,173343768154.0,3,1790,13651,14551917,451,0,UDP,2,5756,43098,7470,1863,35,0
11575,1,10.0.0.1,10.0.0.8,132105,140823715,312,756000000,315487131902.0,2,1943,13651,14551966,443,0,UDP,1,3034,1089,6784,1291,2,0
10700,1,10.0.0.1,10.0.0.8,87442,93213516,250,756000000,257305333002.0,3,1943,13651,14551966,0,0,UDP,3,18983,1093,9230,2382,40,0
11425,1,10.0.0.2,10.0.0.8,99944,106541110,175,242000000,184668786193.0,2,1943,13651,14551966,451,0,UDP,1,64965,1086,8544,287,0,0
11289,1,10.0.0.1,10.0.0.8,33942,36182889,50,242000000,53714068734.0,2,1943,1081,1159728,451,0,UDP,4,3022,697880,4057,3788,98,0
11533,1,10.0.0.2,10.0.0.8,53052,56554492,79,744263578,82665535535.0,2,1306,2445,2620988,451,0,UDP,4,48576,1094,7188,3322,106,0
11437,1,10.0.0.2,10.0.0.8,72077,76835051,164,756000000,175867818824.0,3,1943,13651,14551966,448,0,UDP,3,47040966,8342830,14760,11101,13443,0
11452,1,10.0.0.1,10.0.0.8,89097,94978549,244,756000000,258221698181.0,2,1943,13651,14551963,451,0,UDP,1,3192,13659730,8825,8968,4448,0
10688,1,10.0.0.2,10.0.0.8,64787,69063323,214,756000000,228662245975.0,2,1910,13651,14551615,0,0,UDP,2,39882,3192088,6604,10017,5257,1
