dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
11502,1,10.0.0.2,10.0.0.8,95074,63208505,242,750339857,321000000000.0,3,1931,13301,14377712,451,0,UDP,4,8578287,16765738,0,0,0,0
11462,1,10.0.0.1,10.0.0.7,39945,5507750,12,661325678,238037963848.0,3,1943,13467,14453171,451,0,UDP,2,4098,1256,0,0,0,0
11559,1,10.0.0.1,10.0.0.8,63659,135298248,313,716369757,310097933367.0,2,1943,442,13392298,0,0,UDP,3,290522473,1467,0,0,12325,0
11434,1,10.0.0.1,10.0.0.7,90240,141400204,319,719268408,14537627797.0,3,1943,10852,14453063,451,0,UDP,4,4286,1161,0,0,0,1
11465,1,10.0.0.2,10.0.0.8,48372,62377789,255,258149853,37205329951.0,2,1931,13610,701016,451,0,UDP,3,3596,1092,0,0,1182,0
11474,1,10.0.0.2,10.0.0.8,34689,19760796,146,718023094,157030863224.0,3,1943,2384,13992726,450,0,UDP,3,294977958,1296,0,4240,0,0
11373,1,10.0.0.1,10.0.0.8,57759,5507750,168,678264363,198827481269.0,3,1790,12819,0,288,0,UDP,3,5192,1098,0,0,0,1
11409,1,10.0.0.1,10.0.0.8,41864,40293389,288,728656063,319455853488.0,3,1943,13578,13811827,450,0,UDP,1,4071,2176,0,0,0,0
10292,1,10.0.0.1,10.0.0.8,69168,51497303,311,731796328,218538396631.0,3,1910,13460,14217469,455,0,UDP,4,103207392,1150,0,3551,9851,0
11299,1,10.0.0.2,10.0.0.8,20066,129987045,312,750510944,47376281676.0,3,1790,13553,14270989,451,0,UDP,2,3511,1314,0,0,0,0
11330,1,10.0.0.2,10.0.0.8,89874,143948245,26,747923402,320112263509.0,3,1943,13532,14551966,451,0,UDP,4,4480,1145,0,0,0,1
11598,1,10.0.0.2,10.0.0.8,21193,127432546,279,697859499,119162765699.0,3,1943,509,13527562,451,0,UDP,3,3937,1195,0,0,0,0
9965,1,10.0.0.2,10.0.0.8,135036,42774732,86,746041405,13046796681.0,3,1943,13604,14385986,455,0,UDP,3,32974975,1144,0,0,0,0
11067,1,10.0.0.2,10.0.0.8,104384,5514546,278,751516498,261365594667.0,3,1943,13630,13982275,451,0,UDP,4,3857,1204,0,0,0,0
11453,1,10.0.0.1,10.0.0.8,48204,16975942,74,709616059,320761936857.0,3,1943,12555,14182819,448,0,UDP,1,518471870,1106,0,0,0,0
11635,1,10.0.0.2,10.0.0.8,24861,84435807,156,752236207,305121421852.0,2,1306,13606,228062,443,0,UDP,3,3379,1119,0,5197,0,0
11140,1,10.0.0.2,10.0.0.8,29530,143553712,320,752211815,27334450672.0,3,1943,13428,14048771,288,0,UDP,3,4322,20452263,0,446,568,0
11324,1,10.0.0.1,10.0.0.8,83446,5532841,210,250649296,198145968186.0,3,1790,1228,13880247,449,0,UDP,4,801887658,1172,0,0,0,1
9936,1,10.0.0.1,10.0.0.8,5168,26572626,42,728870309,280805516445.0,2,1943,13420,13810968,448,0,UDP,2,799007432,1115,0,0,0,1
9846,1,10.0.0.1,10.0.0.7,17366,31668978,320,746041231,299180042634.0,3,1943,13585,13498324,142,0,UDP,2,4876,7265,0,0,0,1
11307,1,10.0.0.2,10.0.0.8,92812,143137021,190,279731619,121167278699.0,3,1943,13613,14351146,451,0,UDP,4,3204,4843,0,0,12718,0
11322,1,10.0.0.2,10.0.0.8,55247,128138477,319,743345145,13286078345.0,3,1943,13463,14436402,448,0,UDP,2,3222,28610,0,0,0,0
11526,1,10.0.0.2,10.0.0.8,85683,16818965,318,739623726,319026353418.0,3,1790,13465,13918680,451,0,UDP,2,735187438,1260,0,202,0,1
9872,1,10.0.0.2,10.0.0.8,16256,134325946,82,722773724,318051370645.0,3,1790,13528,14085345,451,0,UDP,4,310394223,1528,0,0,360,0
11473,1,10.0.0.1,10.0.0.8,30393,11257286,163,748672216,116836810629.0,3,1910,13590,14000413,451,0,UDP,1,4791,1283,0,4924,0,0
11327,1,10.0.0.1,10.0.0.8,25694,5507750,312,713746900,13507467437.0,3,1931,13614,14183737,288,0,UDP,2,6301,1348,0,0,0,1
10306,1,10.0.0.1,10.0.0.8,135018,22539845,319,744974978,308958218613.0,3,1306,13515,0,451,0,UDP,3,632960084,4573,0,72,0,0
11303,1,10.0.0.1,10.0.0.8,5693,27542792,319,716497279,227151376936.0,3,1943,13547,14275372,451,0,UDP,2,6574,3173,0,75,5042,1
11635,1,10.0.0.1,10.0.0.8,19544,56889403,314,748224831,273450880964.0,3,1943,13623,13351576,0,0,UDP,3,5321,1090,0,0,0,0
9846,1,10.0.0.2,10.0.0.8,75247,68351142,320,735614146,72824022892.0,2,1943,13160,13965682,288,0,UDP,2,4922,7673,0,0,0,0
11330,1,10.0.0.2,10.0.0.8,6952,69506749,153,747590608,137045308895.0,2,1931,13535,14336717,450,0,UDP,2,349510771,1262,0,0,0,0
11635,1,10.0.0.1,10.0.0.8,27500,111116079,16,756000000,118264665512.0,2,1943,13469,14089332,142,0,UDP,4,596986375,169226239,0,0,0,0
11203,1,10.0.0.1,10.0.0.7,9778,52468722,12,714939849,298559067330.0,2,1943,13240,14551966,451,0,UDP,3,4398,3125,0,0,0,0
11540,1,10.0.0.1,10.0.0.8,5178,15835936,214,242000000,194701325813.0,3,1790,13603,14132687,443,0,UDP,3,3626,1195,0,0,0,1
11265,1,10.0.0.2,10.0.0.8,131624,5507750,117,745923699,39193874362.0,3,1943,13624,14320018,443,0,UDP,1,4259,1116,0,0,1240,0
11477,1,10.0.0.2,10.0.0.8,12950,5510063,316,727414146,320513322228.0,3,1943,13412,13859154,450,0,UDP,2,5883,1496,0,4630,0,0
11476,1,10.0.0.1,10.0.0.8,135027,12864912,54,713214442,277593121090.0,3,1943,13631,13596089,448,0,UDP,1,5460,1151,0,0,0,0
11492,1,10.0.0.1,10.0.0.8,5170,19266439,229,714441279,320999998185.0,3,1943,13534,14124609,449,0,UDP,1,3573,100059750,0,0,0,0
11198,1,10.0.0.2,10.0.0.8,26530,28222922,166,302876903,311269354409.0,2,1943,13611,14216677,451,0,UDP,1,545602142,1341,0,423,0,0
11264,1,10.0.0.2,10.0.0.7,121894,133399837,315,242000000,313425030377.0,2,1943,13592,13878608,448,0,UDP,3,680804438,1504454,0,5356,0,0
9846,1,10.0.0.2,10.0.0.8,135034,39936829,293,720073729,310131671799.0,3,1943,1533,14463166,450,0,UDP,1,566763216,5894,0,222,16739,0
9846,1,10.0.0.1,10.0.0.7,17371,123277885,64,745279669,310617928885.0,2,1943,13477,13696434,449,0,UDP,3,4162,1110,0,0,0,0
11532,1,10.0.0.2,10.0.0.8,42862,37249029,312,737259268,287399484100.0,2,1943,13520,14123127,448,0,UDP,1,5375,1323,0,5405,10373,0
11596,1,10.0.0.1,10.0.0.8,135036,128753565,43,728843571,310811125966.0,3,1306,13610,14193795,451,0,UDP,1,4074,1117,0,2812,0,0
9846,1,10.0.0.2,10.0.0.8,27223,125849229,219,755399433,309949815854.0,3,1790,13393,14231288,455,0,UDP,1,3847,1244,0,0,1500,0
11445,1,10.0.0.2,10.0.0.8,120568,5507750,320,725975225,319383426068.0,3,1943,13431,14391451,448,0,UDP,4,389167722,1964,0,0,13248,1
11139,1,10.0.0.2,10.0.0.8,5167,127044766,72,745808928,248936751106.0,3,1306,13444,14456010,451,0,UDP,2,910497206,10831,0,0,0,0
11461,1,10.0.0.1,10.0.0.8,31763,34997904,316,749390132,316399354351.0,3,1943,13501,0,455,0,UDP,4,3200,24506,0,0,0,0
11108,1,10.0.0.1,10.0.0.7,26630,121802521,232,746525016,47505537472.0,3,1931,13199,14066304,142,0,UDP,1,12817073,4824457,0,0,0,0
11121,1,10.0.0.2,10.0.0.8,5311,20148713,288,724788451,160217713917.0,3,1943,13466,14332362,451,0,UDP,2,62423036,1372,0,0,0,0
11199,1,10.0.0.2,10.0.0.8,124297,30891013,317,741278931,205574407738.0,3,1306,7692,14352914,451,0,UDP,2,5977,1807,0,0,6096,1
9846,1,10.0.0.1,10.0.0.8,20695,24529204,319,741880535,316359249823.0,3,1931,13604,0,0,0,UDP,3,4501,1105,0,7851,0,1
11581,1,10.0.0.1,10.0.0.8,93897,10808858,87,715741716,318423125316.0,3,1943,13557,13307037,451,0,UDP,2,3628,1296,0,0,2067,0
11338,1,10.0.0.2,10.0.0.7,92196,128366296,91,719410178,45571300318.0,2,1306,13179,14317184,451,0,UDP,3,3370,1261,0,0,0,0
11571,1,10.0.0.1,10.0.0.8,26031,13570713,266,718503634,307079183938.0,3,1943,12830,14076005,450,0,UDP,1,3345,4037,0,312,0,1
9846,1,10.0.0.1,10.0.0.8,16891,28745788,137,722249809,113348150171.0,3,1306,12922,0,448,0,UDP,3,4397,1106,0,0,9425,0
11417,1,10.0.0.1,10.0.0.7,127980,82261568,12,714039220,105153751855.0,3,1790,13623,13676386,288,0,UDP,4,4381,5288,0,0,11877,1
11340,1,10.0.0.2,10.0.0.8,70694,96265798,320,747345323,321000000000.0,2,1943,13551,14393366,449,0,UDP,3,5948,1104,0,0,0,0
11258,1,10.0.0.1,10.0.0.7,135036,77488850,100,738748527,320998201212.0,3,1943,2880,14339160,448,0,UDP,1,3272,2081,0,0,0,0
9846,1,10.0.0.2,10.0.0.8,81638,11996226,290,721093215,281906440520.0,3,1931,13619,14154550,451,0,UDP,4,3896,1116,0,0,7715,1
11529,1,10.0.0.1,10.0.0.8,14167,16179346,293,728254103,320476978698.0,3,1943,13618,9263333,451,0,UDP,1,4605,1093,0,728,0,0
11405,1,10.0.0.2,10.0.0.8,111998,99111248,203,671118003,12425126904.0,3,1943,13578,13955000,451,0,UDP,4,4598,156750,0,0,0,0
10165,1,10.0.0.1,10.0.0.8,90740,137382612,270,243902272,294454945046.0,3,1943,13579,0,443,0,UDP,2,3256,1779,0,0,5424,0
11450,1,10.0.0.2,10.0.0.7,7082,26417526,185,748237912,318024578123.0,3,1790,0,14113713,451,0,UDP,2,3357,1521,5721,0,1361,1
9869,1,10.0.0.1,10.0.0.8,21973,9118592,191,740822429,319077322922.0,3,1943,13632,13411127,451,0,UDP,3,110834927,1285,0,0,0,0
9846,1,10.0.0.1,10.0.0.8,90725,20291707,235,687741000,262082540132.0,3,1943,13433,14248612,451,0,UDP,1,4662,1101,83,0,0,0
11635,1,10.0.0.1,10.0.0.8,135036,5508901,319,695001314,239493409812.0,2,1943,13503,14277539,443,0,UDP,4,702007427,1261,0,0,0,0
9933,1,10.0.0.2,10.0.0.8,18707,143824819,35,675977528,313667655124.0,3,1790,13632,14294149,448,0,UDP,1,6653,41409929,0,0,2101,0
11376,1,10.0.0.1,10.0.0.8,67382,138838999,18,689324382,318730271591.0,3,1943,13343,0,446,0,UDP,1,30543395,1107,0,0,0,0
11319,1,10.0.0.1,10.0.0.8,69911,5512307,305,293521680,175937000976.0,3,1790,13056,14252155,443,0,UDP,2,122977381,1289,15670,4667,0,0
11307,1,10.0.0.1,10.0.0.8,135036,116401728,120,749919429,314813682834.0,2,1790,13628,14424561,448,0,UDP,2,3256,1693,0,0,0,0
11529,1,10.0.0.1,10.0.0.8,14655,84801562,308,727707228,319892220722.0,3,1943,0,13798606,451,0,UDP,2,4099,1106,0,0,0,0
11249,1,10.0.0.1,10.0.0.8,57479,5508668,50,678102990,214248949898.0,3,1943,13591,13813337,450,0,UDP,3,4234,1204,0,0,9375,0
11461,1,10.0.0.2,10.0.0.8,130463,62406613,47,684572201,300059122436.0,3,1943,13480,14163023,448,0,UDP,4,704143357,1090,0,1006,0,0
11421,1,10.0.0.1,10.0.0.8,127150,8304330,157,712547050,320999856933.0,3,1943,13651,14054702,451,0,UDP,3,798768972,1801,19288,0,5104,0
9846,1,10.0.0.1,10.0.0.8,11532,17196323,157,745079800,87988025267.0,3,1943,11009,14501002,443,0,UDP,3,4225,1382,0,0,0,0
9846,1,10.0.0.2,10.0.0.8,7482,41167307,29,748037480,290268386555.0,3,1943,13598,13905472,450,0,UDP,1,3327,1093,0,0,0,1
11200,1,10.0.0.2,10.0.0.8,27669,53618349,58,730080551,314524770737.0,2,1943,13255,0,448,0,UDP,3,910497206,1202,0,335,0,0
11596,1,10.0.0.2,10.0.0.8,135036,134036880,257,714114405,306760932932.0,3,1943,13567,13708026,443,0,UDP,1,3481,32075,0,492,4309,0
11459,1,10.0.0.1,10.0.0.8,97830,90171059,200,744192240,294480905376.0,2,1943,13635,14476316,450,0,UDP,1,3138,1343,0,0,0,0
11417,1,10.0.0.2,10.0.0.7,64659,9629466,118,750096230,311174598925.0,3,1790,13634,13403489,451,0,UDP,1,4634,1126,0,0,0,0
11270,1,10.0.0.1,10.0.0.8,134325,21203669,12,752752736,197793998456.0,3,1306,7638,14324827,451,0,UDP,3,3982,1286,0,355,0,0
9846,1,10.0.0.1,10.0.0.8,37486,6349244,317,720162996,302063716073.0,3,1943,13308,13950128,451,0,UDP,4,6340,1401,0,259,0,0
9846,1,10.0.0.2,10.0.0.7,14524,120649833,205,740612764,320053199676.0,3,1910,13545,13750863,451,0,UDP,1,5807,2331,0,0,0,0
11476,1,10.0.0.1,10.0.0.8,104154,18445358,13,737118175,318459092717.0,3,1943,13614,14437080,451,0,UDP,4,398732,281333919,0,0,16842,0
