dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
11450,1,10.0.0.1,10.0.0.8,90057,104931669,235,733460301,158329496677.0,3,1943,13531,14448810,451,0,UDP,3,3489615,1766531,47,0,15049,0
11421,1,10.0.0.2,10.0.0.8,105500,116967556,190,746060943,158419995407.0,3,1943,13540,14414465,451,0,UDP,2,1405930,1086,0,0,0,0
11334,1,10.0.0.2,10.0.0.8,9175,20170898,29,734647251,73194521992.0,3,1790,13541,14413500,450,0,UDP,3,3022,841710,43,17,9055,0
11566,1,10.0.0.1,10.0.0.8,127240,137383186,320,737462633,308085316948.0,3,1943,13486,14369765,451,0,UDP,3,813515,1086,18,0,0,0
11406,1,10.0.0.1,10.0.0.8,75850,44395907,138,731115177,109419501619.0,3,1943,13509,14374705,451,0,UDP,1,671503,82760,1,14,198,0
11509,1,10.0.0.2,10.0.0.8,120433,140478869,275,743819786,308386904535.0,3,1943,13491,14391231,451,0,UDP,3,3022,251096,0,76,59,0
11366,1,10.0.0.2,10.0.0.8,63084,71569559,143,739679074,146385392076.0,3,1790,13543,14452670,450,0,UDP,2,3022,1086,29,22,0,0
11398,1,10.0.0.2,10.0.0.8,60860,63339916,128,746982670,167125658840.0,3,1790,13506,14363061,448,0,UDP,1,1668112,914461,1,0,0,0
11363,1,10.0.0.2,10.0.0.8,42466,76816492,138,748853845,176362472895.0,3,1790,13520,14337166,450,0,UDP,3,2372551,1086,0,47,3027,0
11509,1,10.0.0.1,10.0.0.8,128072,127768398,251,733718970,232575724581.0,2,1943,13507,14434634,451,0,UDP,1,324740,482052,0,40,0,1
11303,1,10.0.0.2,10.0.0.8,34363,47392392,10,739141808,10711000000.0,2,1306,13554,14375431,451,0,UDP,3,897156,466362,5,0,0,0
11510,1,10.0.0.1,10.0.0.8,106707,124094784,200,733572882,235123205758.0,2,1943,13533,14367695,451,0,UDP,2,1040627,2444272,0,7,1,0
11415,1,10.0.0.1,10.0.0.8,23342,25476291,81,726252573,37453685731.0,3,1790,13519,14408997,450,0,UDP,2,1116230,1948585,7,0,80,0
11449,1,10.0.0.1,10.0.0.8,85624,81553757,232,727437274,270794801057.0,3,1943,13491,14412571,451,0,UDP,3,3022,1078264,0,0,0,0
11357,1,10.0.0.2,10.0.0.8,23180,20066487,48,733378230,52510812398.0,2,1306,13537,14443291,451,0,UDP,2,3022,1095673,0,33,0,0
11513,1,10.0.0.1,10.0.0.8,121235,137413983,320,733524055,264231856381.0,2,1943,13527,14460828,451,0,UDP,3,3022,1086,0,82,0,0
11407,1,10.0.0.2,10.0.0.8,67795,90138901,153,741678892,178206619480.0,3,1943,13537,14430646,451,0,UDP,3,3022,801635,0,0,55,0
9987,1,10.0.0.1,10.0.0.7,64390,50716152,186,251841433,101615844539.0,2,1931,13533,14409113,451,0,UDP,1,3022,1086,0,0,10,0
9929,1,10.0.0.1,10.0.0.7,64524,64304535,58,248304490,39139188569.0,2,1931,13487,14395741,451,0,UDP,1,1643112,2020311,18,0,0,0
9846,1,10.0.0.2,10.0.0.7,29387,21222944,57,260882689,22730656629.0,2,1910,1486,2331990,449,0,UDP,1,598661,461419,0,0,8,0
11482,1,10.0.0.1,10.0.0.8,63109,133880258,248,735005054,66701775763.0,2,1943,13583,14427917,451,0,UDP,3,1711468,1086,0,0,0,0
11398,1,10.0.0.1,10.0.0.8,41761,14290393,95,727902133,100032716244.0,3,1943,13504,14411196,450,0,UDP,2,3022,496465,2,44,0,0
11417,1,10.0.0.1,10.0.0.8,19556,19210387,12,721740036,92334280626.0,3,1943,13536,14387752,451,0,UDP,3,3022,1086,0,76,2434,0
11484,1,10.0.0.1,10.0.0.8,70761,89304490,177,737203886,130122324335.0,2,1943,13547,14423533,451,0,UDP,3,2064757,1086,0,9,9700,0
9914,1,10.0.0.1,10.0.0.7,8522,14669280,10,250105984,44145833576.0,2,1910,13498,14416373,450,0,UDP,3,3022,864016,0,37,75,0
11459,1,10.0.0.2,10.0.0.8,85961,134908477,305,742734097,269163490791.0,3,1943,13515,14396413,451,0,UDP,3,3022,1086,0,57,0,0
11403,1,10.0.0.1,10.0.0.8,25140,27703107,91,720122233,70892990924.0,3,1790,953,1556420,0,0,UDP,3,3022,2089424,0,10,24,1
11430,1,10.0.0.2,10.0.0.8,81301,113156599,200,744426754,209129364047.0,3,1943,13536,14433772,451,0,UDP,3,2003909,1548542,0,0,2216,0
11421,1,10.0.0.1,10.0.0.8,8234,38513974,54,726907068,58807857194.0,3,1790,13523,14460603,450,0,UDP,1,23546,1086,19,0,0,0
11505,1,10.0.0.1,10.0.0.8,87019,121252594,221,736707323,148524172126.0,2,1943,13481,14356063,451,0,UDP,3,617331,1472838,0,32,132,0
11345,1,10.0.0.2,10.0.0.8,22578,15466886,13,738281445,10711000000.0,3,1790,13559,14448469,450,0,UDP,3,3022,1086,12,28,70,0
11415,1,10.0.0.2,10.0.0.8,67810,88077630,125,743694118,63398983315.0,3,1943,13476,14330238,448,0,UDP,2,3022,1086,63,0,1,0
9910,1,10.0.0.1,10.0.0.8,81675,61926776,119,244149971,111471507659.0,3,1943,13526,14415468,451,0,UDP,2,417757,1086,44,0,0,0
9948,1,10.0.0.1,10.0.0.7,73215,45048805,231,265784889,226761146759.0,2,1931,13498,14331379,451,0,UDP,3,3022,1086,0,81,0,0
11524,1,10.0.0.1,10.0.0.8,112619,121767113,168,738728089,232297432864.0,2,1943,13577,14474152,451,0,UDP,3,1062709,1086,0,32,3162,0
11461,1,10.0.0.2,10.0.0.8,98413,74370965,161,741238204,218757215391.0,3,1943,13540,14448805,451,0,UDP,3,3022,1086,0,6,4563,0
11467,1,10.0.0.2,10.0.0.8,106358,116672805,187,756000000,321000000000.0,3,1943,13570,14551966,142,0,UDP,2,2189198,1448599,12,103,0,0
11554,1,10.0.0.1,10.0.0.8,120341,136724984,248,739470825,309430665719.0,2,1943,13507,14443557,451,0,UDP,1,3022,180000,0,0,0,0
11366,1,10.0.0.2,10.0.0.8,48437,74983575,90,742766328,106266333233.0,3,1790,13506,14394121,450,0,UDP,3,3022,1086,21,0,0,0
11525,1,10.0.0.1,10.0.0.8,108635,85384151,216,726934457,245900081804.0,3,1943,13531,14457093,451,0,UDP,2,3022,3234247,16,0,122,0
11514,1,10.0.0.1,10.0.0.8,90565,82269890,247,725453649,206245019386.0,3,1943,13507,14457703,451,0,UDP,1,3022,1478199,6,35,55,0
11494,1,10.0.0.1,10.0.0.8,73250,68934669,204,724249964,159032160353.0,3,1943,13561,14453569,455,0,UDP,2,2788933,4355051,0,17,0,0
11439,1,10.0.0.2,10.0.0.8,33547,30024255,89,738628540,108841944651.0,3,1943,13537,14426283,451,0,UDP,2,770878,1086,61,95,10327,0
9970,1,10.0.0.1,10.0.0.8,18331,40039831,50,242000000,35993459011.0,2,1943,13483,14336297,451,0,UDP,2,3022,1218501,0,50,0,0
11489,1,10.0.0.1,10.0.0.8,93805,134461623,233,732850430,149041867376.0,3,1943,13577,14468463,451,0,UDP,3,3022,1086,32,29,1972,0
11433,1,10.0.0.2,10.0.0.8,98041,106139015,151,743417740,184668877082.0,3,1943,13533,14465181,451,0,UDP,1,1434423,501057,7,0,0,0
9927,1,10.0.0.1,10.0.0.7,116177,37158905,92,242823790,125090806088.0,2,1931,13418,14312298,451,0,UDP,3,905362,217150,0,26,8,0
11373,1,10.0.0.2,10.0.0.8,27424,18304994,52,736101153,58136016060.0,2,1306,13540,14430957,451,0,UDP,3,1089324,1086,0,0,0,0
11600,1,10.0.0.1,10.0.0.8,131229,133448861,270,739314296,321000000000.0,2,1943,8520,8957948,288,0,UDP,1,557276,2202560,0,0,38,1
11446,1,10.0.0.1,10.0.0.8,121215,104576124,235,735629317,116416653197.0,3,1943,13429,14295419,448,0,UDP,2,3022,601622,0,0,0,0
11536,1,10.0.0.1,10.0.0.8,55198,53332727,144,726927530,110647462323.0,3,1943,13518,14413123,451,0,UDP,2,1247573,556309,75,0,0,0
11490,1,10.0.0.1,10.0.0.8,16254,24615395,66,727997168,38433323382.0,3,1943,13505,14400331,451,0,UDP,1,1917045,1373411,0,0,63,0
9851,1,10.0.0.1,10.0.0.7,20654,22739916,44,243802570,40149692775.0,2,1910,13530,14448442,451,0,UDP,3,3022,1086,0,4,0,0
11437,1,10.0.0.1,10.0.0.8,91020,100568822,168,724026490,127431457152.0,3,1943,13548,14372960,451,0,UDP,2,3022,1086,0,60,0,0
9850,1,10.0.0.1,10.0.0.7,4777,27892385,43,244382621,35815501875.0,2,1910,13501,14410592,450,0,UDP,1,3022,461039,0,0,0,0
11485,1,10.0.0.1,10.0.0.8,62028,60207070,208,725843502,162281356377.0,3,1943,13584,14443769,451,0,UDP,2,3022,1086,79,7,0,0
11434,1,10.0.0.2,10.0.0.8,112316,88555353,125,739134700,53910787750.0,3,1790,13544,14422608,451,0,UDP,3,3022,266066,45,72,3269,0
11405,1,10.0.0.2,10.0.0.8,65019,70645597,151,733566548,125514034900.0,3,1943,13532,14465541,448,0,UDP,3,252592,1086,0,0,2166,0
11460,1,10.0.0.1,10.0.0.8,39720,78932207,150,723654658,100466173862.0,3,1943,13426,14334660,448,0,UDP,2,3022,2072066,0,0,0,0
11405,1,10.0.0.1,10.0.0.8,40496,12520737,36,731423042,23252462501.0,2,1910,1492,712310,0,0,UDP,1,3022,1086,3,3,0,1
11510,1,10.0.0.1,10.0.0.8,108125,125295308,244,733061609,190357855853.0,2,1943,13522,14427012,451,0,UDP,2,2391130,1086,80,91,58,0
11415,1,10.0.0.2,10.0.0.8,71653,79595805,88,740153619,187536474300.0,3,1943,13513,14426827,448,0,UDP,2,3022,391527,12,0,0,0
11507,1,10.0.0.1,10.0.0.8,73532,47047541,116,724308523,106138602056.0,3,1943,13517,14377735,451,0,UDP,2,960090,856795,0,50,0,0
11350,1,10.0.0.2,10.0.0.8,75104,79864203,122,741950006,225250098706.0,3,1790,13514,14430605,450,0,UDP,1,3022,1086,57,0,0,0
11473,1,10.0.0.1,10.0.0.8,81752,131539648,205,731616351,275283051652.0,2,1943,13474,14358372,451,0,UDP,3,3022,1086,0,15,0,1
11592,1,10.0.0.1,10.0.0.8,114247,135941312,256,732482667,258736931779.0,2,1943,13549,14498158,451,0,UDP,1,1497081,1086,0,0,0,0
11554,1,10.0.0.1,10.0.0.8,133718,136708138,285,728436458,297872984752.0,2,1943,13538,14407066,451,0,UDP,2,3022,1959534,0,25,43,0
11434,1,10.0.0.2,10.0.0.8,122269,107919739,154,741672088,202079845916.0,3,1943,13508,14375417,451,0,UDP,2,1345052,1893413,0,36,72,0
11490,1,10.0.0.1,10.0.0.8,98924,119963527,220,740580262,270553101112.0,3,1943,13514,14409857,451,0,UDP,3,2208889,901373,56,5,3931,0
11382,1,10.0.0.2,10.0.0.8,30738,25741205,90,734189105,90653762047.0,3,1943,13506,14353548,449,0,UDP,3,3022,1086,0,106,2896,0
11441,1,10.0.0.1,10.0.0.8,14627,19694237,46,726280524,64113301569.0,3,1943,13504,14383322,450,0,UDP,3,3022,694149,53,16,106,0
11497,1,10.0.0.1,10.0.0.8,92654,99073749,148,734154181,257798051536.0,2,1943,13566,14457105,451,0,UDP,3,3022,1086,7,0,156,0
11373,1,10.0.0.1,10.0.0.8,29916,20661623,53,729959948,17275597742.0,3,1790,13561,14438630,450,0,UDP,3,3022,471667,11,0,6,0
11344,1,10.0.0.2,10.0.0.8,53963,68217432,188,742882424,178148711785.0,3,1790,13535,14455484,451,0,UDP,2,1437694,1564040,0,0,61,0
9846,1,10.0.0.1,10.0.0.7,26974,14648321,25,250796897,81881011217.0,2,1910,13528,14425432,451,0,UDP,3,3022,1086,0,7,0,0
11363,1,10.0.0.1,10.0.0.8,31615,23346589,10,725004156,39032118877.0,3,1790,13511,14393949,450,0,UDP,1,3022,2037096,72,52,0,0
11407,1,10.0.0.2,10.0.0.8,57452,71554903,129,737884468,73472122100.0,3,1790,13517,14446518,450,0,UDP,3,3022,1086,1,49,0,0
11410,1,10.0.0.2,10.0.0.8,86854,86239861,186,737312481,188301281809.0,3,1943,13500,14361847,448,0,UDP,2,1534403,1086,0,0,0,0
11532,1,10.0.0.1,10.0.0.8,122133,138106681,284,735205391,279138530427.0,2,1943,13429,14367845,288,0,UDP,3,3022,142810,0,0,0,1
11307,1,10.0.0.2,10.0.0.8,21288,33116038,45,734058613,54113356184.0,2,1306,13455,14303248,449,0,UDP,3,3022,1086,0,3,4227,0
11526,1,10.0.0.2,10.0.0.8,135036,136714536,306,744230239,321000000000.0,2,1943,13495,14456545,451,0,UDP,2,3022,1943832,57,112,0,0
11323,1,10.0.0.2,10.0.0.8,20921,50848653,32,734216000,60654936663.0,2,1306,13544,14448423,450,0,UDP,3,108928395,28767,5124,71,6668,0
11346,1,10.0.0.2,10.0.0.8,38640,40202821,34,737953184,56590693391.0,3,1306,13528,14439317,451,0,UDP,2,3022,2950668,0,0,53,0
11452,1,10.0.0.2,10.0.0.8,131097,136203186,282,742458580,271583414206.0,3,1943,13437,14398905,451,0,UDP,3,3022,750477,65,0,2308,0
11379,1,10.0.0.1,10.0.0.8,26085,13768127,24,728436293,36260857998.0,3,1790,13504,14365786,450,0,UDP,2,3022,1086,41,0,0,0
11458,1,10.0.0.2,10.0.0.8,111402,126903257,180,745353287,321000000000.0,3,1943,13526,14393842,451,0,UDP,2,1389986,1086,53,7,0,0
9988,1,10.0.0.1,10.0.0.7,53203,53280808,152,246281580,126575549966.0,2,1931,13562,14379562,451,0,UDP,1,3022,1086,0,42,0,0
11425,1,10.0.0.2,10.0.0.8,39842,52598279,151,738869123,95108141927.0,3,1790,13483,14383442,450,0,UDP,3,3022,1086,1,23,6978,0
11473,1,10.0.0.1,10.0.0.8,21935,9999968,68,726334988,83630935774.0,3,1943,13553,14433741,451,0,UDP,2,3022,1086,0,8,0,0
11534,1,10.0.0.1,10.0.0.8,135036,143948376,320,736508669,292578586076.0,2,1943,13445,14363200,288,0,UDP,3,2110376,1086,0,93,0,0
11379,1,10.0.0.2,10.0.0.8,84132,38587245,129,743274460,154117164889.0,3,1306,13565,14424182,451,0,UDP,2,2478838,127596,0,0,64,0
11512,1,10.0.0.2,10.0.0.8,93145,103756404,241,741197379,130173470388.0,3,1943,13546,14455129,451,0,UDP,3,3022,1402843,0,26,1614,0
11466,1,10.0.0.2,10.0.0.8,89250,89322140,210,742892783,311169555410.0,3,1943,13469,14354985,451,0,UDP,2,3022,1086,0,0,59,0
11395,1,10.0.0.1,10.0.0.8,81918,70418405,160,726063830,155060226102.0,3,1943,13491,14425464,448,0,UDP,2,3022,1086,33,109,60,0
9880,1,10.0.0.1,10.0.0.7,7280,34827663,95,249363170,10711000000.0,2,1910,13516,14401291,450,0,UDP,3,3022,1086,1,29,0,0
11423,1,10.0.0.1,10.0.0.8,26533,37672325,10,727973689,83475862801.0,3,1943,13490,14302270,448,0,UDP,2,1859789,1086,37,0,0,0
11419,1,10.0.0.1,10.0.0.8,79922,135258063,158,734068927,150151000609.0,3,1943,13421,14293842,448,0,UDP,1,1471874,1375591,0,45,0,0
11403,1,10.0.0.1,10.0.0.8,22783,28104115,26,719828175,39644840372.0,3,1943,13526,14430793,451,0,UDP,3,3022,1086,0,0,4262,0
11554,1,10.0.0.1,10.0.0.8,111161,74754941,157,735740269,280060179362.0,3,1943,13502,14340556,451,0,UDP,2,3022,1516385,27,31,18,0
11445,1,10.0.0.1,10.0.0.8,41892,53891847,129,729997074,115222137123.0,3,1943,13513,14443102,451,0,UDP,3,1057292,373143,50,0,0,0
9998,1,10.0.0.1,10.0.0.7,63255,58089280,119,250254755,99998561660.0,2,1931,13488,14442702,451,0,UDP,3,1984945,2728832,0,0,6812,0
11538,1,10.0.0.1,10.0.0.8,92743,108289852,177,736206022,191931314563.0,3,1943,13530,14397194,451,0,UDP,2,1883872,499234,10,61,90,0
11473,1,10.0.0.1,10.0.0.8,31293,60221041,34,725796113,91439011960.0,3,1943,13498,14343464,451,0,UDP,2,315478,1086,0,58,105,0
11530,1,10.0.0.1,10.0.0.8,104903,81812448,95,738212671,224429346173.0,3,1943,13414,14295254,443,0,UDP,2,3022,396254,65,0,0,0
11497,1,10.0.0.1,10.0.0.8,92657,93109300,220,733132664,185794377257.0,2,1943,13485,14318745,451,0,UDP,2,194538,291013,0,5,194,0
11496,1,10.0.0.1,10.0.0.8,86640,99206106,169,726069855,176222842769.0,3,1943,13613,14474270,455,0,UDP,2,3022,283445,40,18,0,0
11520,1,10.0.0.1,10.0.0.8,129522,99772538,283,730838727,287583610397.0,3,1943,13543,14442173,451,0,UDP,2,2016114,1086,31,0,80,0
11539,1,10.0.0.2,10.0.0.8,135036,143948376,314,746960533,312104755139.0,3,1943,13466,14344569,288,0,UDP,2,3022,1086,0,0,0,0
11485,1,10.0.0.1,10.0.0.8,98189,91998581,150,736674850,317806926617.0,3,1943,13393,14309972,443,0,UDP,1,3022,1086,0,0,16,0
11403,1,10.0.0.1,10.0.0.8,13963,62437384,111,721201296,139652431831.0,3,1943,13542,14415875,451,0,UDP,3,741319,1511351,55,0,0,0
